Time,valveStuck.m_flow,valveStuck.m_flow_real,valveStuck.cmd,valveStuck.bias,valveStuck.lambda,valveStuck.dp,valveStuck.T_in,valveStuck.valve.opening
0.0,0.070540492316688172,0.0,1.0,0.050000000000000003,0.01,4.9838043880284788,288.59688298012588,1.0
2.0,0.24649984783199166,0.21246399999999999,1.0,0.050000000000000003,0.01,2960.7078942522926,288.75988371927843,1.0
4.0,0.31064952063822032,0.30047000000000001,1.0,0.050000000000000003,0.01,4238.1604345854175,289.94210151490523,1.0
6.0,0.39946501389139877,0.36799900000000002,1.0,0.050000000000000003,0.01,6503.1024696546738,289.39430557402892,1.0
8.0,0.46025818816691366,0.424929,1.0,0.050000000000000003,0.01,7294.7993529143787,290.21440390292128,1.0
10.0,0.5237258133361864,0.47508499999999998,1.0,0.050000000000000003,0.01,7740.0770276659159,290.76222573974042,1.0
12.0,0.53623824674107146,0.52042900000000003,1.0,0.050000000000000003,0.01,12789.018406753559,291.07402108748278,1.0
14.0,0.62196616900091195,0.56212799999999996,1.0,0.050000000000000003,0.01,15756.383333568298,292.27114106921562,1.0
16.0,0.6653831579510413,0.60094000000000003,1.0,0.050000000000000003,0.01,16092.731615788671,292.30530781976267,1.0
18.0,0.67222445613393678,0.63739299999999999,1.0,0.050000000000000003,0.01,20307.066184537976,293.75492051964733,1.0
20.0,0.75001149731092909,0.671871,1.0,0.050000000000000003,0.01,21534.613459777211,293.87372934500729,1.0
22.0,0.79426888223923431,0.70466499999999999,1.0,0.050000000000000003,0.01,24212.439098383751,294.48820839153325,1.0
24.0,0.8125782686231835,0.73599800000000004,1.0,0.050000000000000003,0.01,22211.459541151562,294.95132230897485,1.0
26.0,0.84912386366709125,0.76605100000000004,1.0,0.050000000000000003,0.01,26694.051778675854,295.7394662381937,1.0
28.0,0.8427638239823505,0.79496900000000004,1.0,0.050000000000000003,0.01,28350.883045964412,296.36579375000281,1.0
30.0,0.90655969397053626,0.82400916666666668,1.0,0.050000000000000003,0.01,31847.911636517849,297.27448813256723,1.0
32.0,0.92951314454536604,0.849858,1.0,0.050000000000000003,0.01,30831.347988625508,297.12034022005031,1.0
34.0,0.97868295474477918,0.87601300000000004,1.0,0.050000000000000003,0.01,33437.593987900378,297.85063258004783,1.0
36.0,1.0060853695363909,0.90141000000000004,1.0,0.050000000000000003,0.01,36129.599781979792,298.36317375527909,1.0
38.0,1.0541553090503448,0.92611100000000002,1.0,0.050000000000000003,0.01,37285.99267427696,299.60337164406218,1.0
40.0,1.0793799025427879,0.95016999999999996,1.0,0.050000000000000003,0.01,43020.596385635807,299.85412942350661,1.0
42.0,1.1002353692257785,0.973634,1.0,0.050000000000000003,0.01,44761.387046045507,300.8971746854304,1.0
44.0,1.1279703940051782,0.99654699999999996,1.0,0.050000000000000003,0.01,45870.060782662455,301.13237470906631,1.0
